AppID,Nombre,Tipo,Desarrollador,Editor,FechaSalida,Genero,Categoria,Gratis,Plataforma,Popularidad,TamanoGB,SoporteMods,FrecuenciaActualizaciones,ComprasEnLaApp
1473760,Beyond the Storm,game,LeandroGabriel.net,LeandroGabriel.net,"3 Oct, 2022",RPG,Multi-player,No,windows,9132,64,No,Diario,No
1473790,Life of Ocean,game,Friedegg Game Studio,Friedegg Game Studio,Coming soon,Action,Local Multi-Player,No,windows,9536,24,Si,Mensual,Si
1473750,Tales of Finariel : Card based RPG,game,Rockdev,Rockdev,Coming soon,Casual,Online Multi-Player,Si,windows,4752,77,No,Diario,No
1473810,Erannorth Reborn - Underworld,dlc,Spyridon Thalassinos,Spyridon Thalassinos,"2 Feb, 2021",Strategy,Co-op,No,linux,4712,15,Si,Anual,Si
1473830,Space Colonizer,game,Ugly Unicorn,Ugly Unicorn,"11 Feb, 2022",Adventure,Multi-player,No,mac,5864,76,Si,Anual,Si
1473820,Kitty Tactics,game,Ibe Denaux,Ibe Denaux,"24 Feb, 2021",Indie,Multi-player,No,linux,1592,65,No,Diario,No
1473840,One Circle,game,r3nsen,r3nsen,"11 Dec, 2020",Indie,Single-player,No,windows,490,39,Si,Diario,Si
1473850,Golems TD,game,Matouš Lörinc,Matouš Lörinc,"9 Dec, 2020",Casual,Single-player,No,windows,5566,67,Si,Diario,No
1473860,Untale: King of Revinia Soundtrack,music,MonumentPointStudio,MonumentPointStudio,"11 Feb, 2021",Strategy,Local Multi-Player,No,windows,5492,42,Si,Mensual,No
1473870,Hell Loop,game,LogLog Games,LogLog Games,"23 Dec, 2020",Action,Multi-player,No,mac,3152,33,No,Mensual,No
1473940,MultiVerse,game,Hero Studio,Hero Studio,"19 Mar, 2022",Indie,Local Multi-Player,Si,windows,4630,40,Si,Diario,No
1473900,Zealot,game,Prime Cut Games,Prime Cut Games,Coming soon,Indie,Single-player,No,mac,9950,44,Si,Anual,Si
1473880,The Humbling of a Holy Maiden,game,Night-time Sheep,Love Lab R18,"10 Dec, 2021",Action,Multi-player,No,mac,9245,73,No,Diario,No
1473920,Hentai it's my life,game,Boom Team,Boom Team,"25 Dec, 2020",Action,Multi-player,No,mac,2330,15,Si,Anual,Si
1473990,Princess Farmer Demo,demo,Samobee Games,Whitethorn Games,"3 Feb, 2021",Casual,Local Multi-Player,Si,linux,5570,95,Si,Anual,Si
1474040,Bloody Sand : The Gods Of Assyria Demo,demo,MMSMUSTA,MMS,"18 Nov, 2020",Indie,Local Multi-Player,Si,windows,7233,46,No,Diario,No
1474050,Spellthief Erinn,game,Synnergy Circle Games,Synnergy Circle Games,Coming soon,Action,Online Multi-Player,No,windows,4015,92,No,Diario,No
1474060,PitBots,game,Wolferion Entertainment,Wolferion Entertainment,Q4 2024,RPG,Online Multi-Player,No,mac,4283,44,Si,Anual,No
1474090,VAIL Alpha,game,,,"22 Feb, 2021",Indie,Co-op,No,linux,2802,69,Si,Diario,Si
1474110,DreamCowork Beta,game,"Unreal Estates UG, CrystalMesh UG",Unreal Estates UG,"13 May, 2021",RPG,Single-player,Si,linux,5859,85,Si,Anual,Si
1474100,Angel Sex Pet,game,Cybele,Cherry Kiss Games,"24 Dec, 2020",Strategy,Local Multi-Player,No,linux,6854,74,No,Anual,Si
1474130,Girls on puzzle 2,game,Laush Dmitriy Sergeevich,Laush Studio,"2 Dec, 2020",Strategy,Single-player,No,windows,3389,68,Si,Mensual,Si
1474120,NIGHT/SHADE: You're The Drug,game,Thrill Switch Games,Thrill Switch Games,"10 Mar, 2022",RPG,Local Multi-Player,No,windows,1380,2,Si,Anual,Si
1474140,DeLight: The Journey Home - Chapter 3,dlc,DreamTree Studio Sdn. Bhd.,,"19 Nov, 2020",Strategy,Co-op,No,mac,4468,62,Si,Diario,Si
1474141,[Pre-Order] DeLight: The Journey Home - Chapter 4,dlc,DreamTree Studio Sdn. Bhd.,,"19 Nov, 2020",Adventure,Local Multi-Player,No,windows,4666,19,No,Diario,Si
1474170,NIGHT/SHADE: You're The Drug Demo,demo,KingAsphy Studio,KingAsphy Studio,"18 Nov, 2020",RPG,Local Multi-Player,Si,mac,5786,93,No,Anual,No
1474142,[Pre-Order] DeLight: The Journey Home - Chapter 5,dlc,DreamTree Studio Sdn. Bhd.,DreamTree Studio Sdn. Bhd.,"19 Nov, 2020",RPG,Multi-player,No,windows,7134,61,Si,Anual,No
1474190,Project Bloom,game,Edom Games,Edom Games,To be announced,Indie,Co-op,No,windows,9256,25,No,Semanal,Si
1474160,Tinkertown Playtest,game,,,"26 Nov, 2020",Adventure,Co-op,No,windows,9529,72,No,Anual,Si
1474200,Sudoku RPG,game,RainbowStudio,RainbowStudio,"10 Feb, 2021",Casual,Online Multi-Player,No,windows,8481,34,No,Diario,Si
1474210,Aerial Raver Demo,demo,Meteo Games Inc.,Meteo Games Inc.,"22 Nov, 2020",Casual,Co-op,Si,windows,5849,90,Si,Mensual,Si
1473260,Black Gold,game,CreativeForge Games,CreativeForge Games,Coming soon,Strategy,Single-player,No,windows,8553,68,Si,Mensual,No
1473280,Savage Halloween Soundtrack,music,2ndBoss,2ndBoss,"30 Nov, 2020",Indie,Co-op,No,windows,8818,11,Si,Semanal,No
1473270,Are You Smarter Than The Crowd?,game,TipsyDuck,TipsyDuck,"7 Apr, 2022",Strategy,Multi-player,No,windows,3877,35,No,Mensual,No
1473290,Doors of Insanity Playtest,game,,,"14 Jan, 2021",Indie,Multi-player,No,mac,3418,68,Si,Diario,No
1473310,Yuhha: Stolen Treasure SOUNDTRACK,music,Sergey Gavrilov (SG137),Yramash Games,"25 Nov, 2020",RPG,Online Multi-Player,No,linux,1966,58,Si,Diario,Si
1473250,Cafe Owner Simulator: Prologue,game,Second Reality,RockGame S.A.,"21 Jun, 2022",Action,Multi-player,Si,mac,9036,62,No,Anual,Si
1473320,The Tower of TigerqiuQiu Pinball killer,dlc,TigerQiuQiu,TigerQiuQiu,"13 Nov, 2020",Indie,Co-op,No,windows,688,77,Si,Mensual,No
1473350,(the) Gnorp Apologue,game,Myco,(Myco) ,"14 Dec, 2023",RPG,Single-player,No,windows,251,71,No,Diario,No
1473390,Hellver Playtest,game,,,"15 Nov, 2020",Adventure,Local Multi-Player,No,linux,3487,86,No,Semanal,Si
1473380,G.NOM,game,Team Hardcell,Team Hardcell,Coming soon,Adventure,Local Multi-Player,No,windows,3103,87,No,Mensual,Si
1473430,Street Fighter V - Season 5 Premium Pass,dlc,Capcom,Capcom,"11 Feb, 2021",Action,Local Multi-Player,No,mac,5203,6,Si,Mensual,Si
1473440,Yuhha: Stolen Treasure WALLPAPER PACK,dlc,Sergey Gavrilov (SG137),Yramash Games,"25 Nov, 2020",Strategy,Co-op,No,mac,8855,67,Si,Diario,No
1473460,Candy Bear 2 Demo,demo,KG Games,KG Games,"19 Nov, 2020",Strategy,Multi-player,Si,windows,7831,74,Si,Mensual,Si
1473420,HANAMI,game,Blessing Company,Blessing Company,"2 Dec, 2020",Action,Online Multi-Player,No,windows,4932,36,No,Mensual,No
1473470,Yuhha: Stolen Treasure EXTRA SUPPORT,dlc,Sergey Gavrilov (SG137),Yramash Games,"25 Nov, 2020",Adventure,Co-op,No,mac,9454,28,No,Mensual,Si
1473480,A.V.A Global,game,Valiant,Valiant,"23 Aug, 2022",Indie,Online Multi-Player,Si,mac,30,73,Si,Anual,Si
1473490,Gold Diggers,game,KIKO CAT,KIKO CAT,Coming soon,Action,Online Multi-Player,No,mac,2133,6,Si,Diario,Si
1473520,TIGER GAME ASSETS Steam GAME LOGO Template VOL.01,dlc,TigerQiuQiu,TigerQiuQiu,"13 Nov, 2020",Indie,Single-player,No,mac,6075,93,Si,Mensual,No
1473500,Rise of the samurai in VR,game,William at Oxford,William at Oxford,"30 Nov, 2020",Action,Online Multi-Player,No,linux,5850,85,No,Mensual,No
1473560,Cybershift Playtest,game,,,"22 Nov, 2020",Indie,Multi-player,No,linux,685,35,Si,Anual,No
1473540,Gondola's Adventure,game,"""IceBears Untold Tales""","""IceBears Untold Tales""","24 Feb, 2021",RPG,Single-player,Si,windows,1531,69,Si,Semanal,No
