AppID,Nombre,Tipo,Desarrollador,Editor,FechaSalida,Genero,Categoria,Gratis,Plataforma,Popularidad,TamanoGB,SoporteMods,FrecuenciaActualizaciones,ComprasEnLaApp
1473180,This is Timmy,game,"Maxim Kostin, Warren Clark",Maxim Kostin,Coming soon,Indie,Co-op,No,linux,3984,33,No,Semanal,Si
1473200,AZURE DOMAIN™ Playtest,game,,,"18 Nov, 2020",Strategy,Local Multi-Player,No,linux,4211,54,Si,Semanal,Si
1473170,Aircraft Sketch Shooter,game,Stusse Games,Stusse Games,"11 Jan, 2021",Adventure,Online Multi-Player,No,mac,358,18,Si,Diario,No
1472730,SimBus,game,SimRail S.A.,PlayWay S.A.,Coming soon,Adventure,Single-player,No,windows,3223,3,No,Anual,Si
1472720,Damned Hand - Arcade Mode DLC,dlc,Applykat,Applykat,"12 Nov, 2020",RPG,Local Multi-Player,Si,mac,9967,6,No,Mensual,Si
1472740,Das Balkonzimmer,game,FLO-server,FLO-server,"2 Dec, 2020",Casual,Online Multi-Player,Si,windows,6395,45,No,Diario,Si
1473220,Hundred Chances - The Fortress,game,Kaká Gamer & Dev,Kaká Gamer & Dev,"8 Jan, 2021",RPG,Online Multi-Player,No,mac,3692,3,No,Semanal,No
1472760,Heart in the Dark Playtest,game,,,"27 Nov, 2020",Casual,Co-op,No,linux,6235,73,No,Mensual,Si
1472780,Plague Inc: The Cure,dlc,Ndemic Creations,Ndemic Creations,"28 Jan, 2021",Indie,Co-op,No,linux,998,92,Si,Mensual,No
1472820,Pokoh,game,Ankor Studio,Ankor Studio,"4 Dec, 2020",Casual,Multi-player,No,linux,939,96,Si,Semanal,Si
1472800,Mad Experiments: Escape Room Premium Pack,dlc,PlayTogether Studio,PlayTogether Studio,"22 Nov, 2020",RPG,Co-op,No,linux,2092,61,Si,Diario,No
1472810,Slime Fantasy: the search for the lost sword,game,Super16bits,Super16bits,"4 Mar, 2021",RPG,Online Multi-Player,No,windows,9433,77,Si,Anual,No
1472843,Neptunia Virtual Stars - Swimsuit Outfit: Goddess Set,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",RPG,Online Multi-Player,No,mac,8862,27,No,Anual,Si
1472842,Neptunia Virtual Stars - Bikini Outfit: Goddess Set,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",RPG,Multi-player,No,linux,3250,53,No,Mensual,Si
1472844,Neptunia Virtual Stars - Bunny Outfit: Goddess Set,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",RPG,Online Multi-Player,No,mac,2125,66,Si,Anual,Si
1472845,Neptunia Virtual Stars - Bikini Outfit: V-Idol Set,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Strategy,Single-player,No,linux,6031,3,No,Anual,No
1472846,Neptunia Virtual Stars - Swimsuit Outfit: V-Idol Set,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Strategy,Multi-player,No,mac,2834,73,Si,Diario,Si
1472847,Neptunia Virtual Stars - Bunny Outfit: V-Idol Set,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Strategy,Local Multi-Player,No,mac,6965,61,Si,Semanal,Si
1472848,Neptunia Virtual Stars - Deluxe Item Pack,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Strategy,Co-op,No,linux,1143,3,No,Anual,No
1472850,"Neptunia Virtual Stars - In-game BGM: Ileheart - ""I Love You""",dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Indie,Single-player,No,mac,6176,74,Si,Diario,No
1472852,"Neptunia Virtual Stars - In-game BGM: Ileheart - ""Vanilla Weather""",dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Indie,Single-player,No,mac,2802,55,No,Anual,Si
1472849,Neptunia Virtual Stars - Item Booster Pack,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",RPG,Multi-player,No,windows,2069,22,Si,Anual,No
1472854,Neptunia Virtual Stars - Unlock All BeatTik Dances,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Action,Local Multi-Player,No,mac,3605,2,No,Anual,Si
1472853,Neptunia Virtual Stars - Unlock All BeatTik Songs,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Casual,Local Multi-Player,No,mac,1884,57,Si,Mensual,Si
1472851,"Neptunia Virtual Stars - In-game BGM Ileheart - ""Twilight Heart""",dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Casual,Multi-player,No,windows,8117,90,No,Mensual,Si
1472856,Neptunia Virtual Stars - Towa Kiseki (Character & Story),dlc,"Idea Factory, Compile Heart",Idea Factory International,"23 Aug, 2021",Indie,Co-op,No,mac,9180,23,No,Anual,Si
1472855,Neptunia Virtual Stars - Extended BeatTik Dance Pack,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",RPG,Multi-player,No,windows,2219,83,Si,Semanal,No
