AppID,Nombre,Tipo,Descripcion,Desarrollador,Editor,FechaSalida,Genero,Categoria,Lenguajes,Gratis,EdadRequerida,Moneda,PrecioInicial,Plataforma
1050330,Ambient DM,game,"A DM tool to make sound boards that enhance your tabletop gaming sessions. Ambient DM contains 99 Full Songs, over 1100 sound effects, and more than 700 voice elements. Bring your D&amp;D and Pathfinder game sessions to life!",Ambient DM,Ambient DM,"12 Apr, 2019",Adventure,Multi-player,English,No,0,USD,19.99,windows
1050340,HOLOGRA,game,HOLOGRA is the first volumetric video content on STEAM.,"Media Kobo, Inc.","Media Kobo, Inc.","15 Aug, 2019",Action,Online Multi-Player,English,No,0,USD,4.99,mac
1050350,Ultimate Poker,game,Online poker client and server. Run your own server or join others.,Penultimate Software,Penultimate Software,"14 Aug, 2019",RPG,Co-op,English,No,0,USD,0.99,linux
1050360,Trap Shrine Original Soundtrack,music,Trap Shrine / 女装神社 Original Soundtrack. This OST has 12 tracks including whole song of the game theme song &quot;Kamisama Mousou Sakurairo&quot; and its karaoke in MP3 and FLAC format.,No Strike,Eroge Japan,"29 Mar, 2019",Indie,Co-op,English,No,0,USD,4.99,linux
1050370,LUNARK,game,"A pixel-art sci-fi adventure set in the midst of a rebellion against a totalitarian regime, LUNARK is a modern take on the 2D cinematic platformer genre of the '90s. Run, jump, hang, climb, roll, and shoot your way through gorgeous and mysterious locations!",Canari Games,WayForward,"30 Mar, 2023",Action,Multi-player,English,No,0,USD,19.99,windows
1050430,UNI TURRET,game,It is a shooting game where you control the battery and defeat the enemy.,gentome,gentome,"10 Apr, 2019",Indie,Co-op,English,No,0,USD,1.99,linux
1050440,100% Orange Juice - Iru & Mira Character Pack,dlc,This Extra Character Pack for 100% Orange Juice adds 2 new playable characters from developer Orange Juice's games - the gun expert Iru and the ninja-esque Mira. Also includes announcer voices for the new characters!,Orange_Juice,Fruitbat Factory,"18 Mar, 2019",Adventure,Single-player,English,No,0,USD,2.99,windows
1050450,Himno - Original Soundtrack,music,"Words are unnecessary. Just sit back, relax and immerse yourself in this peaceful world listening to the soothing melodies of the Himno official soundtrack.",David Moralejo Sánchez,GrabTheGames,"26 Apr, 2019",RPG,Co-op,English,No,0,USD,4.99,linux
1050460,Devil May Cry 5 Original Soundtrack,music,"&quot;Bang! Bang! Bang! Pull my Devil Trigger! ♪&quot; You've got the Smokin' Sexy Stylish game, now jam along to the Smokin' Sexy Stylish soundtrack of Devil May Cry 5 wherever you go!","CAPCOM CO., LTD.","CAPCOM CO., LTD.","19 Mar, 2019",Action,Online Multi-Player,English,No,18,USD,29.99,mac
1050510,Super Tennis Blast,game,"Remember retro-styled sports games? Dust off your racket and set your friends around the couch with Super Tennis Blast! A tennis game for tennis enthusiasts, made by fans of arcade games. Game, set, match! Ready to have a blast?",Unfinished Pixel,Unfinished Pixel,"24 May, 2019",Strategy,Multi-player,English,No,0,USD,14.99,windows
1050500,Feed  A Titanosaur,game,Feed A Titanosaur is an ideal introduction to VR for first-time users. This short and simple experience would allow you to feed the dinosaur and get a real sense of proportion of this majestic animal.,Immotion Studios Ltd,Immotion Studios Ltd,"18 Apr, 2019",RPG,Local Multi-Player,English,No,0,USD,1.99,windows
1050530,LegalDungeon - Soundtrack,dlc,The original soundtrack of the game Legal Dungeon composed by Seongyi Yi.,Somi,Somi,"6 May, 2019",Indie,Single-player,English,No,0,USD,2.99,mac
1050540,Valley Of The Moon,game,"Valley Of The Moon, is an RPG set in a fantasy world, the aim of the game is to help village merchants manage their businesses. Our character Athorias is a farmer / wizard skilled in vegetable cultivation and magic. You will have to face city problems and earn the trust of the villagers.",IgramTeam, Conglomerate 5,"3 Sep, 2019",Action,Multi-player,English,No,0,USD,0.99,mac
1050550,小江,dlc,"Xiǎo jiāng shìfēi duìchèn duìkàng dúlì yóuxì “tàn líng bǐjì” de yuàn líng juésè, gōngjí kěyǐ gǎnrén líng tàn, yǒngyǒu yīn qì gǎnzhī, jiāngshī zhàohuàn, xuèxīng chōngcì jìnéng, lǐngyù kěyǐ wéi xiǎo xiǎo jiāng hé biànyì jiāngshī jiāsù.",搞快点工作室,灵异调查管理局,"20 Mar, 2019",Indie,Multi-player,English,Si,0,,0.00,windows
1050560,TAG WAR VR,game,TAG WAR is a game about “Scanner and Barcode”. Using scanner to scan the barcode on your opponent to defeat him. Team up with your friends to join the 4 vs 4 online battle of shopping !!,WOWWOW,WOWWOW,"23 Aug, 2019",Casual,Local Multi-Player,English,No,0,USD,14.99,windows
